loinc_num,long_common_name,classtype,found_in_lab,found_in_obs_clin,found_in_obs_gen
12804-1,Acid phosphatase [Enzymatic a,1,1,,
12805-8,Alkaline phosphatase isoenzym,1,1,,
12806-6,Alkaline phosphatase.lung [En,1,1,,
1280-7,Deprecated P NOS Ab [Presence,1,1,,
12807-4,Phosphoserine [Mass/volume] i,1,1,,
12808-2,Uroporphyrin [Mass/time] in U,1,1,,
12809-0,Coproporphyrin [Mass/time] in,1,1,,
12810-8,Porphobilinogen deaminase [En,1,1,,
12811-6,Uroporphyrinogen III synthase,1,1,,
12812-4,Potassium [Moles/volume] in S,1,1,,
12813-2,Potassium [Moles/volume] in S,1,1,,
12814-0,Potassium [Moles/volume] in V,1,1,,
1281-5,Deprecated P NOS Ab [Presence,1,1,,
12815-7,Progesterone [Mass/volume] in,1,1,,
12816-5,Progesterone [Mass/volume] in,1,1,,
12817-3,Progesterone [Mass/volume] in,1,1,,
12818-1,Progesterone [Mass/volume] in,1,1,,
12819-9,Progesterone [Mass/volume] in,1,1,,
12820-7,Progesterone [Mass/volume] in,1,1,,
12821-5,Progesterone [Mass/volume] in,1,1,,
12822-3,Progesterone [Mass/volume] in,1,1,,
1282-3,Deprecated P NOS Ab [Presence,1,1,,
12823-1,Prolactin [Mass/volume] in Se,1,1,,
12824-9,Prolactin [Mass/volume] in Se,1,1,,
12825-6,Prolactin [Mass/volume] in Se,1,1,,
12826-4,Prolactin [Mass/volume] in Se,1,1,,
12827-2,Prolactin [Mass/volume] in Se,1,1,,
12828-0,Prolactin [Mass/volume] in Se,1,1,,
12829-8,Prolactin [Mass/volume] in Se,1,1,,
12830-6,Prolactin [Mass/volume] in Se,1,1,,
1283-1,Deprecated P NOS Ag [Presence,1,1,,
12831-4,Prolactin [Mass/volume] in Se,1,1,,
12832-2,Prolactin [Mass/volume] in Se,1,1,,
12833-0,Prolactin [Mass/volume] in Se,1,1,,
12834-8,Prolactin [Mass/volume] in Se,1,1,,
12835-5,Prolactin [Mass/volume] in Se,1,1,,
12836-3,Prostaglandin E2 [Mass/volume,1,1,,
12837-1,Prostaglandin E1 [Mass/volume,1,1,,
12838-9,Prostaglandin D2 [Mass/volume,1,1,,
12839-7,Prostaglandin D2 [Mass/volume,1,1,,
12840-5,Prostaglandin F2 alpha [Moles,1,1,,
12841-3,Prostate Specific Ag Free/Pro,1,1,,
12842-1,Protein [Mass/volume] in 12 h,1,1,,
12843-9,Protein [Mass/volume] in Peri,1,1,,
12844-7,Protein [Mass/volume] in Peri,1,1,,
12845-4,Protein [Mass/volume] in Peri,1,1,,
12846-2,Protein [Mass/volume] in Peri,1,1,,
12847-0,Protein [Mass/volume] in Peri,1,1,,
12848-8,Protein [Mass/volume] in Peri,1,1,,
1284-9,Deprecated P NOS Ag [Presence,1,1,,
12849-6,Protein [Mass/volume] in Peri,1,1,,
12850-4,Protein [Mass/volume] in Peri,1,1,,
12851-2,Protein Fractions [Interpreta,1,1,,
12852-0,Bovine inner ear Ag [Presence,1,1,,
12853-8,Purkinje cells Ab [Presence],1,1,,
12854-6,Neuronal nuclear type 1 Ab [U,1,1,,
12855-3,HIV 1 p23 Ab [Presence] in Se,1,1,,
1285-6,Deprecated P NOS Ag [Presence,1,1,,
12856-1,HIV 1 p65 Ab [Presence] in Se,1,1,,
12857-9,HIV 1 p28 Ab [Presence] in Se,1,1,,
12858-7,HIV 1 p32 Ab [Presence] in Se,1,1,,
12859-5,HIV 1 p18 Ab [Presence] in Se,1,1,,
12860-3,Borrelia burgdorferi 39kD Ab,1,1,,
12861-1,Borrelia burgdorferi 88kD Ab,1,1,,
12862-9,Borrelia burgdorferi 66kD Ab,1,1,,
12863-7,Borrelia burgdorferi 41kD Ab,1,1,,
1286-4,P1 Ab [Presence] in Serum or,1,1,,
12864-5,Borrelia burgdorferi 25kD Ab,1,1,,
12865-2,Borrelia burgdorferi 29kD Ab,1,1,,
12866-0,Borrelia burgdorferi 18kD Ab,1,1,,
12867-8,Borrelia burgdorferi 58kD Ab,1,1,,
12868-6,Borrelia burgdorferi 47kD Ab,1,1,,
12869-4,Borrelia burgdorferi 30kD Ab,1,1,,
12870-2,HIV 1 gp34 Ab [Presence] in S,1,1,,
12871-0,HIV 1 p26 Ab [Presence] in Se,1,1,,
1287-2,P1 Ab [Presence] in Serum or,1,1,,
12872-8,HIV 1 p15 Ab [Presence] in Se,1,1,,
12873-6,Borrelia burgdorferi 88kD Ab,1,1,,
12874-4,Borrelia burgdorferi 93kD Ab,1,1,,
12875-1,HIV 1 p64 Ab [Presence] in Se,1,1,,
12876-9,HIV 1 p53 Ab [Presence] in Se,1,1,,
12877-7,Borrelia burgdorferi 47kD Ab,1,1,,
12878-5,Borrelia burgdorferi 29kD Ab,1,1,,
12879-3,Borrelia burgdorferi 25kD Ab,1,1,,
1288-0,P1 Ab [Presence] in Serum or,1,1,,
12880-1,Borrelia burgdorferi 58kD Ab,1,1,,
12881-9,Borrelia burgdorferi 47kD Ab,1,1,,
12882-7,Borrelia burgdorferi 29kD Ab,1,1,,
12883-5,Borrelia burgdorferi 18kD Ab,1,1,,
12884-3,Borrelia burgdorferi 39kD Ab,1,1,,
12885-0,Borrelia burgdorferi 88kD Ab,1,1,,
12886-8,Borrelia burgdorferi 66kD Ab,1,1,,
12887-6,Borrelia burgdorferi 41kD Ab,1,1,,
12888-4,Borrelia burgdorferi 25kD Ab,1,1,,
12889-2,Borrelia burgdorferi 30kD Ab,1,1,,
128-9,Cefsulodin [Susceptibility] b,1,1,,
12890-0,Borrelia burgdorferi 45kD Ab,1,1,,
12891-8,Borrelia burgdorferi 41kD Ab,1,1,,
12892-6,Borrelia burgdorferi 30kD Ab,1,1,,
12893-4,HIV 1 gp105 Ab [Presence] in,1,1,,
12894-2,HIV 1 p68 Ab [Presence] in Se,1,1,,
12895-9,HIV 1 p58 Ab [Presence] in Se,1,1,,
12896-7,Borrelia burgdorferi 58kD Ab,1,1,,
12897-5,Myelin associated glycoprotei,1,1,,
1289-8,P1 Ag [Presence] on Red Blood,1,1,,
12898-3,Chloride [Moles/volume] in Vi,1,1,,
12899-1,Acetylene [Mass/volume] in Se,1,1,,
12900-7,Renin [Enzymatic activity/vol,1,1,,
12901-5,Renin [Enzymatic activity/vol,1,1,,
12902-3,Renin [Enzymatic activity/vol,1,1,,
12903-1,Renin [Enzymatic activity/vol,1,1,,
12904-9,Renin [Enzymatic activity/vol,1,1,,
12905-6,Renin [Enzymatic activity/vol,1,1,,
1290-6,P1 Ag [Presence] on Red Blood,1,1,,
12906-4,Renin [Enzymatic activity/vol,1,1,,
12907-2,Sodium [Moles/volume] in Red,1,1,,
12908-0,Sodium [Moles/volume] in Vitr,1,1,,
12909-8,Insulin-like growth factor-I,1,1,,
12910-6,Insulin-like growth factor-I,1,1,,
12911-4,Insulin-like growth factor-I,1,1,,
12912-2,Lipids [Mass/volume] in Body,1,1,,
12913-0,Beta-N-acetylhexosaminidase [,1,1,,
1291-4,P1 Ag [Presence] on Red Blood,1,1,,
12914-8,Beta-N-acetylhexosaminidase.A,1,1,,
12915-5,Beta galactosidase [Enzymatic,1,1,,
12916-3,Porphobilinogen synthase [Enz,1,1,,
12917-1,Porphobilinogen synthase [Enz,1,1,,
12918-9,Monoamine oxidase [Enzymatic,1,1,,
12919-7,Monoamine oxidase [Enzymatic,1,1,,
12920-5,Sulfate [Mass/volume] in 24 h,1,1,,
12921-3,Testosterone [Mass/volume] in,1,1,,
1292-2,Deprecated P2 Ab [Presence] i,1,1,,
12922-1,Testosterone [Mass/volume] in,1,1,,
12923-9,Thyroxine (T4) [Mass/volume],1,1,,
12924-7,Thyroxine (T4) [Mass/volume],1,1,,
12925-4,Thyroxine (T4) [Mass/volume],1,1,,
12926-2,Thyroxine (T4) [Mass/volume],1,1,,
12927-0,Thyroxine (T4) [Mass/volume],1,1,,
12928-8,Thyroxine (T4) [Mass/volume],1,1,,
12929-6,Thyroxine (T4) [Mass/volume],1,1,,
1293-0,Deprecated P2 Ab [Presence] o,1,1,,
12930-4,Thyroxine (T4) [Mass/volume],1,1,,
12931-2,Thyroxine (T4) [Mass/volume],1,1,,
12932-0,Thyrotropin [Units/volume] in,1,1,,
12933-8,Thyrotropin [Units/volume] in,1,1,,
12934-6,Thyrotropin [Units/volume] in,1,1,,
12935-3,Thyrotropin [Units/volume] in,1,1,,
12936-1,Thyrotropin [Units/volume] in,1,1,,
12937-9,Thyrotropin [Units/volume] in,1,1,,
12938-7,Thyrotropin [Units/volume] in,1,1,,
12939-5,Thyrotropin [Units/volume] in,1,1,,
12940-3,Thyrotropin [Units/volume] in,1,1,,
12941-1,Thyrotropin [Units/volume] in,1,1,,
12942-9,Thyrotropin [Units/volume] in,1,1,,
12943-7,Thyrotropin [Units/volume] in,1,1,,
12944-5,Thyrotropin [Units/volume] in,1,1,,
12945-2,Thyrotropin [Units/volume] in,1,1,,
12946-0,Thyrotropin [Units/volume] in,1,1,,
12947-8,Thyrotropin [Units/volume] in,1,1,,
1294-8,Deprecated P2 Ab,1,1,,
12948-6,Thyrotropin [Units/volume] in,1,1,,
12949-4,Transferrin.carbohydrate defi,1,1,,
12950-2,Deprecated Triglyceride [Mass,1,1,,
12951-0,Triglyceride [Mass/volume] in,1,1,,
12952-8,Deprecated Thyroxine (T4) upt,1,1,,
12953-6,Triiodothyronine (T3) [Mass/v,1,1,,
12954-4,Triiodothyronine (T3) [Mass/v,1,1,,
1295-5,Deprecated P2 Ag [Presence] o,1,1,,
12955-1,Triiodothyronine (T3) [Mass/v,1,1,,
12956-9,Triiodothyronine (T3) [Mass/v,1,1,,
12957-7,Triiodothyronine (T3) [Mass/v,1,1,,
12958-5,Triiodothyronine (T3) [Mass/v,1,1,,
12959-3,Triiodothyronine (T3) [Mass/v,1,1,,
12960-1,Alpha 1 antitrypsin fecal cle,1,1,,
12961-9,Urea nitrogen [Mass/volume] i,1,1,,
12962-7,Urea nitrogen [Mass/volume] i,1,1,,
1296-3,Deprecated P2 Ag [Presence] o,1,1,,
12963-5,Urea nitrogen [Mass/volume] i,1,1,,
12964-3,Urea nitrogen [Mass/volume] i,1,1,,
12965-0,Urea nitrogen [Mass/volume] i,1,1,,
12966-8,Urea nitrogen [Mass/volume] i,1,1,,
12967-6,Urea nitrogen [Mass/volume] i,1,1,,
12968-4,Urea nitrogen [Mass/volume] i,1,1,,
12969-2,Urea nitrogen [Mass/volume] i,1,1,,
129-7,Cefsulodin [Susceptibility] b,1,1,,
12970-0,Urea nitrogen [Mass/volume] i,1,1,,
1297-1,Deprecated P2 Ag [Presence] o,1,1,,
12971-8,Urea nitrogen [Mass/volume] i,1,1,,
12972-6,Urea nitrogen [Mass/volume] i,1,1,,
12973-4,Urea nitrogen [Mass/volume] i,1,1,,
12974-2,Urea nitrogen [Mass/volume] i,1,1,,
12975-9,Urea nitrogen [Mass/volume] i,1,1,,
12976-7,Urea nitrogen [Mass/volume] i,1,1,,
12977-5,Urea nitrogen [Mass/volume] i,1,1,,
12978-3,Urea nitrogen [Mass/volume] i,1,1,,
12979-1,Urea nitrogen [Mass/volume] i,1,1,,
12980-9,Deprecated Urate [Mass/volume,1,1,,
12981-7,Urea nitrogen [Mass Ratio] in,1,1,,
12982-5,Vasopressin [Mass/volume] in,1,1,,
12983-3,Volatiles and gases [Identifi,1,1,,
12984-1,"2,4 toluenediamine [Mass/volu",1,1,,
12985-8,"2,6 toluenediamine [Mass/volu",1,1,,
12986-6,"2,5-Hexanedione [Mass/volume]",1,1,,
12987-4,Acetonitrile [Mass/volume] in,1,1,,
12988-2,Acrylamide [Mass/volume] in B,1,1,,
1298-9,Packed erythrocytes given [Vo,1,1,,
12989-0,Allyl alcohol [Mass/volume] i,1,1,,
12990-8,Polychlorinated biphenyl.Aroc,1,1,,
12991-6,Polychlorinated biphenyl.Aroc,1,1,,
12992-4,Isobutane [Mass/volume] in Bl,1,1,,
12993-2,Hydrocarbons.chlorinated [Ide,1,1,,
12994-0,Oxychlordane [Mass/volume] in,1,1,,
12995-7,Cyclohexanone [Mass/volume] i,1,1,,
12996-5,Dichlorodifluoroethane [Mass/,1,1,,
1299-7,Platelets given [Volume],1,1,,
12997-3,"1,4-Dioxane [Mass/volume] in",1,1,,
12998-1,Methylene chloride [Mass/volu,1,1,,
12999-9,Epichlorohydrin [Mass/volume],1,1,,
13000-5,Mandelate [Mass/volume] in Ur,1,1,,
13001-3,Mandelate/Creatinine [Mass Ra,1,1,,
13002-1,Mesityl oxide [Mass/volume] i,1,1,,
1300-3,Deprecated PP1 Ab [Presence],1,1,,
13003-9,Halogenated organic molecules,1,1,,
13004-7,Hydrocarbons.halogenated.vola,1,1,,
13005-4,"2,4,5-Trichlorophenoxyacetate",1,1,,
13006-2,"1,4-Dichlorobenzene [Mass/vol",1,1,,
13007-0,Ethane [Mass/volume] in Blood,1,1,,
13008-8,Methyl propyl ketone [Mass/vo,1,1,,
13009-6,Methyl ethyl ketone [Mass/vol,1,1,,
13010-4,Methyl amyl ketone [Mass/volu,1,1,,
1301-1,Deprecated PP1 Ab [Presence],1,1,,
13011-2,Methyl ethyl ketone [Mass/vol,1,1,,
13012-0,Methyl isoamyl ketone [Mass/v,1,1,,
13013-8,Methyl isobutyl ketone [Mass/,1,1,,
13014-6,Methyl butyl ketone [Mass/vol,1,1,,
13015-3,Diisobutylketone [Mass/volume,1,1,,
13016-1,Nitrophenol [Units/volume] in,1,1,,
13017-9,Deprecated Tetrachloroethylen,1,1,,
13018-7,Pesticides [Identifier] in Ur,1,1,,
13019-5,Pesticides [Identifier] in Se,1,1,,
13020-3,Pesticides [Identifier] in Bl,1,1,,
13021-1,Pesticides [Identifier] in Ga,1,1,,
13022-9,Propane [Mass/volume] in Bloo,1,1,,
13023-7,Trichlorofluoromethane [Mass/,1,1,,
13024-5,Trichlorofluoroethane [Mass/v,1,1,,
13025-2,Trichlorotrifluoroethane [Mas,1,1,,
13026-0,Orthocresol [Mass/volume] in,1,1,,
13027-8,Ethyl acetate [Mass/volume] i,1,1,,
13028-6,Xylose [Mass/volume] in Serum,1,1,,
1302-9,Deprecated PP1 Ab,1,1,,
13029-4,Xylose [Mass/volume] in Serum,1,1,,
13030-2,Xylose [Mass/volume] in Serum,1,1,,
13031-0,Xylose [Mass/volume] in Serum,1,1,,
13032-8,C peptide [Mass/volume] in Se,1,1,,
13033-6,C peptide [Mass/volume] in Se,1,1,,
13034-4,C peptide [Mass/volume] in Se,1,1,,
13035-1,C peptide [Mass/volume] in Se,1,1,,
13036-9,C peptide [Mass/volume] in Se,1,1,,
1303-7,Reverse ABO group [Type],1,1,,
13037-7,C peptide [Mass/volume] in Se,1,1,,
13038-5,C peptide [Mass/volume] in Se,1,1,,
13039-3,C peptide [Mass/volume] in Se,1,1,,
13040-1,C peptide [Mass/volume] in Se,1,1,,
13041-9,C peptide [Mass/volume] in Se,1,1,,
13042-7,C peptide [Mass/volume] in Se,1,1,,
13043-5,C peptide [Mass/volume] in Se,1,1,,
13044-3,C peptide [Mass/volume] in Se,1,1,,
1304-5,D Ab [Titer] in Serum or Plas,1,1,,
13045-0,C peptide [Mass/volume] in Se,1,1,,
13046-8,Variant lymphocytes/100 leuko,1,1,,
13047-6,Plasma cells/100 leukocytes i,1,1,,
13048-4,Sezary cells [Presence] in Bl,1,1,,
13049-2,Deprecated von Willebrand fac,1,1,,
130-5,Cefsulodin [Susceptibility] b,1,1,,
13050-0,Protein C/Coagulation factor,1,1,,
13051-8,Deprecated Protein S [Units/v,1,1,,
1305-2,D Ag [Presence] in Blood,1,1,,
13052-6,Protein S/Coagulation factor,1,1,,
13053-4,Kaolin activated time [Units/,1,1,,
13054-2,Fibrin+Fibrinogen fragments [,1,1,,
13055-9,Heparin [Units/volume] in Pla,1,1,,
13056-7,Platelets [#/volume] in Plasm,1,1,,
13057-5,Platelets [Units/volume] in D,1,1,,
13058-3,aPTT in Platelet poor plasma,1,1,,
13059-1,aPTT in Platelet poor plasma,1,1,,
1306-0,Deprecated D NOS Ab [Presence,1,1,,
13060-9,aPTT in Platelet poor plasma,1,1,,
13061-7,Platelet IgM Ab [Units/volume,1,1,,
13062-5,Platelet IgA Ab [Units/volume,1,1,,
13063-3,Drug induced platelet Ab [Uni,1,1,,
13064-1,Platelet associated IgA Ab [U,1,1,,
13065-8,Deprecated Platelet Ab [Units,1,1,,
13066-6,Nuclear Ab [Units/volume] in,1,1,,
13067-4,Nuclear Ab pattern [Interpret,1,1,,
13068-2,Nuclear Ab pattern [Interpret,1,1,,
13069-0,Phosphatidylserine IgA Ab [Un,1,1,,
13070-8,Phosphatidate IgG Ab [Units/v,1,1,,
13071-6,Phosphatidate IgM Ab [Units/v,1,1,,
13072-4,Phosphatidate IgA Ab [Units/v,1,1,,
13073-2,Phosphatidylcholine IgG Ab [U,1,1,,
13074-0,Phosphatidylcholine IgM Ab [U,1,1,,
13075-7,Phosphatidylcholine IgA Ab [U,1,1,,
13076-5,Phosphatidylethanolamine IgG,1,1,,
13077-3,Phosphatidylethanolamine IgM,1,1,,
1307-8,Deprecated D NOS Ab [Presence,1,1,,
13078-1,Phosphatidylethanolamine IgA,1,1,,
13079-9,Phosphatidylglycerol IgG Ab [,1,1,,
13080-7,Phosphatidylglycerol IgM Ab [,1,1,,
13081-5,Phosphatidylglycerol IgA Ab [,1,1,,
13082-3,Phosphatidylinositol IgG Ab [,1,1,,
13083-1,Phosphatidylinositol IgM Ab [,1,1,,
13084-9,Phosphatidylinositol IgA Ab [,1,1,,
13085-6,C4 nephritic factor [Mass/vol,1,1,,
1308-6,Deprecated D NOS Ab [Presence,1,1,,
13086-4,C3 nephritic factor [Mass/vol,1,1,,
13087-2,Complement alternate pathway,1,1,,
13088-0,Complement total hemolytic CH,1,1,,
13089-8,Deprecated Asialoganglioside,1,1,,
13090-6,Deprecated Asialoganglioside,1,1,,
13091-4,Deoxyribonucleoprotein Ab [Un,1,1,,
13092-2,Endomysium Ab [Units/volume],1,1,,
13093-0,Deprecated Monosialogangliosi,1,1,,
1309-4,Deprecated D NOS Ab [Presence,1,1,,
13094-8,Deprecated Monosialogangliosi,1,1,,
13095-5,Deprecated Monosialogangliosi,1,1,,
13096-3,Deprecated Myelin associated,1,1,,
13097-1,Deprecated PM-SCL extractable,1,1,,
13098-9,Deprecated Sulfatide Ab.IgG,1,1,,
13099-7,Deprecated Sulfatide Ab.IgM i,1,1,,
13100-3,Deprecated Sulfate-3-Glucuron,1,1,,
13101-1,Deprecated Sulfate-3-Glucuron,1,1,,
1310-2,Deprecated D NOS Ag [Presence,1,1,,
13102-9,Deprecated Disialylgangliosid,1,1,,
13103-7,Deprecated Disialylgangliosid,1,1,,
13104-5,Deprecated Disialylgangliosid,1,1,,
13105-2,Deprecated Tetrasialylganglio,1,1,,
13106-0,Deprecated Tetrasialylganglio,1,1,,
13107-8,Deprecated Disialylgangliosid,1,1,,
13108-6,Deprecated Tetrasialylganglio,1,1,,
13109-4,Deprecated Disialylgangliosid,1,1,,
1311-0,Deprecated D NOS Ag [Presence,1,1,,
13110-2,Deprecated Beta tubulin Ab.Ig,1,1,,
13111-0,Deprecated Nuclear Ab by Immu,1,1,,
13112-8,Deprecated Nuclear Ab Immunof,1,1,,
13113-6,Deprecated Myelin associated,1,1,,
13114-4,Deprecated Neuronal nuclear t,1,1,,
13115-1,Deprecated Neuronal nuclear t,1,1,,
13116-9,Deprecated Reticulin Ab.IgG,1,1,,
13117-7,Complement Sc5b-9 Ab [Units/v,1,1,,
13118-5,Deprecated Myelin associated,1,1,,
13119-3,Myelin associated glycoprotei,1,1,,
13120-1,Ovary Ab [Units/volume] in Se,1,1,,
13121-9,Deprecated Ribosomal P protei,1,1,,
13122-7,Deprecated Sulfatide Ab.IgM i,1,1,,
13123-5,Deprecated Sulfate-3-Glucuron,1,1,,
13124-3,Deprecated Sulfate-3-Glucuron,1,1,,
13125-0,Deprecated Hepatitis C virus,1,1,,
13126-8,Deprecated Hepatitis B virus,1,1,,
13127-6,Cancer Ag DM/70K [Units/volum,1,1,,
1312-8,Deprecated D NOS Ag [Presence,1,1,,
13128-4,Immunosuppressive acidic prot,1,1,,
13129-2,Pancreatic oncofetal Ag [Unit,1,1,,
131-3,Cefsulodin [Mass/volume] in S,1,1,,
13130-0,Motilin [Units/volume] in Ser,1,1,,
13131-8,Deprecated Streptococcus pneu,1,1,,
13132-6,Deprecated Streptococcus pneu,1,1,,
13133-4,Streptococcus pneumoniae Dani,1,1,,
13134-2,Deprecated Streptococcus pneu,1,1,,
13135-9,Deprecated Streptococcus pneu,1,1,,
1313-6,Rh immune globulin dosage.via,1,1,,
13136-7,Streptococcus pneumoniae Dani,1,1,,
13137-5,Deprecated Streptococcus pneu,1,1,,
13138-3,Deprecated Streptococcus pneu,1,1,,
13139-1,Deprecated Streptococcus pneu,1,1,,
13140-9,Deprecated Streptococcus pneu,1,1,,
13141-7,Deprecated Streptococcus pneu,1,1,,
13142-5,Deprecated Streptococcus pneu,1,1,,
13143-3,Deprecated Streptococcus pneu,1,1,,
1314-4,Rh immune globulin screen [in,1,1,,
13144-1,Deprecated Streptococcus pneu,1,1,,
13145-8,Streptococcus pneumoniae Dani,1,1,,
13146-6,Streptococcus pneumoniae Dani,1,1,,
13147-4,Streptococcus pneumoniae Dani,1,1,,
13148-2,Streptococcus pneumoniae Dani,1,1,,
13149-0,Deprecated Streptococcus pneu,1,1,,
13150-8,Deprecated Streptococcus pneu,1,1,,
1315-1,S Ab [Presence] in Serum or P,1,1,,
13151-6,Deprecated Streptococcus pneu,1,1,,
13152-4,Deprecated Streptococcus pneu,1,1,,
13153-2,Deprecated Streptococcus pneu,1,1,,
13154-0,Deprecated Streptococcus pneu,1,1,,
13155-7,Deprecated Streptococcus pneu,1,1,,
13156-5,Deprecated Streptococcus pneu,1,1,,
13157-3,Streptococcus pneumoniae Dani,1,1,,
13158-1,Streptococcus pneumoniae Dani,1,1,,
13159-9,Deprecated Streptococcus pneu,1,1,,
13160-7,Deprecated Streptococcus pneu,1,1,,
13161-5,Deprecated Streptococcus pneu,1,1,,
13162-3,Deprecated Streptococcus pneu,1,1,,
13163-1,Deprecated Streptococcus pneu,1,1,,
13164-9,Human antimouse Ab [Units/vol,1,1,,
13165-6,Deprecated Streptococcus pneu,1,1,,
13166-4,Deprecated Streptococcus pneu,1,1,,
13167-2,Streptococcus pneumoniae Dani,1,1,,
13168-0,Deprecated Streptococcus pneu,1,1,,
1316-9,S Ab [Presence] in Serum or P,1,1,,
13169-8,Immunoelectrophoresis for Ser,1,1,,
13170-6,Immune complex [Units/volume],1,1,,
13171-4,Immune complex [Units/volume],1,1,,
13172-2,Complement C1q Ag [Units/volu,1,1,,
13173-0,Fibronectin aggregate IgA Ab,1,1,,
13174-8,Immunofixation for Cerebral s,1,1,,
13175-5,Liver cytosol Ab [Presence] i,1,1,,
13176-3,Wasp venom IgE Ab [Units/volu,1,1,,
1317-7,S Ab [Presence] in Serum or P,1,1,,
13177-1,Russian olive IgE Ab [Units/v,1,1,,
13178-9,Wasp venom IgG Ab [Units/volu,1,1,,
13179-7,English Walnut IgG Ab [Units/,1,1,,
13180-5,Formaldehyde IgG Ab [Units/vo,1,1,,
13181-3,Bahia grass IgG Ab [Units/vol,1,1,,
13182-1,Mesquite IgG Ab [Units/volume,1,1,,
13183-9,White Elm IgG Ab [Units/volum,1,1,,
13184-7,Cottonwood IgG Ab [Units/volu,1,1,,
1318-5,S Ag [Presence] on Red Blood,1,1,,
13185-4,Nettle IgG Ab [Units/volume],1,1,,
13186-2,Yellow Dock IgG Ab [Units/vol,1,1,,
13187-0,False ragweed IgG Ab [Units/v,1,1,,
13188-8,Mugwort IgG Ab [Units/volume],1,1,,
13189-6,English plantain IgG Ab [Unit,1,1,,
13190-4,Formaldehyde IgM Ab [Units/vo,1,1,,
13191-2,Deprecated Rheumatoid factor,1,1,,
13192-0,Adenovirus Ab [Units/volume],1,1,,
1319-3,S Ag [Presence] on Red Blood,1,1,,
13193-8,Aspergillus flavus Ab [Units/,1,1,,
13194-6,Aspergillus glaucus Ab [Units,1,1,,
13195-3,Ehrlichia chaffeensis Ab [Uni,1,1,,
13196-1,Ehrlichia sp IgG Ab [Presence,1,1,,
13197-9,Ehrlichia sp IgM Ab [Presence,1,1,,
13198-7,Thermoactinomyces Ab [Units/v,1,1,,
13199-5,Rickettsia conorii IgG Ab [Un,1,1,,
13200-1,Rickettsia conorii IgM Ab [Un,1,1,,
1320-1,S Ag [Presence] on Red Blood,1,1,,
13201-9,Blastomyces dermatitidis Ab [,1,1,,
13202-7,Borrelia burgdorferi IgG Ab [,1,1,,
13203-5,Borrelia burgdorferi IgM Ab [,1,1,,
13204-3,Borrelia burgdorferi IgG Ab [,1,1,,
13205-0,Borrelia burgdorferi IgM Ab [,1,1,,
13206-8,Borrelia burgdorferi IgG Ab [,1,1,,
13207-6,Borrelia burgdorferi IgM Ab [,1,1,,
13208-4,Borrelia hermsii IgG Ab [Unit,1,1,,
13209-2,Borrelia hermsii IgM Ab [Unit,1,1,,
132-1,cefTAZidime [Susceptibility],1,1,,
13210-0,Brucella sp IgG Ab [Units/vol,1,1,,
13211-8,Brucella sp IgA Ab [Units/vol,1,1,,
13212-6,Brucella abortus IgG Ab [Unit,1,1,,
13213-4,Brucella abortus IgM Ab [Unit,1,1,,
13214-2,Brucella canis IgG Ab [Units/,1,1,,
13215-9,Brucella canis IgM Ab [Units/,1,1,,
13216-7,Candida albicans immune compl,1,1,,
13217-5,Chlamydia trachomatis B Ab [U,1,1,,
13218-3,Chlamydia trachomatis C Ab [U,1,1,,
1321-9,Transfusion duration,1,1,,
13219-1,Chlamydia trachomatis G+F+K A,1,1,,
13220-9,Chlamydia trachomatis C IgM A,1,1,,
13221-7,Chlamydia trachomatis G+F+K I,1,1,,
13222-5,Deprecated Chlamydia trachoma,1,1,,
13223-3,Deprecated Chlamydia trachoma,1,1,,
13224-1,Deprecated Chlamydia trachoma,1,1,,
13225-8,Cytomegalovirus IgG Ab [Units,1,1,,
13226-6,Cytomegalovirus IgM Ab [Units,1,1,,
1322-7,Transfusion volume,1,1,,
13227-4,Corynebacterium diphtheriae I,1,1,,
13228-2,Eastern equine encephalitis v,1,1,,
13229-0,Eastern equine encephalitis v,1,1,,
13230-8,Saint Louis encephalitis viru,1,1,,
13231-6,Saint Louis encephalitis viru,1,1,,
13232-4,Coxsackievirus A Ab [Units/vo,1,1,,
13233-2,Coxsackievirus A2 Ab [Units/v,1,1,,
13234-0,Coxsackievirus A4 Ab [Units/v,1,1,,
1323-5,U Ab [Presence] in Serum or P,1,1,,
13235-7,Coxsackievirus A16 Ab [Units/,1,1,,
13236-5,Epstein Barr virus early diff,1,1,,
13237-3,Epstein Barr virus early rest,1,1,,
13238-1,Epstein Barr virus Ab [Units/,1,1,,
13239-9,Deprecated Epstein Barr virus,1,1,,
13240-7,Phoma herbarum IgE Ab [Units/,1,1,,
13241-5,Sporothrix schenckii IgG Ab [,1,1,,
13242-3,Sporothrix schenckii IgM Ab [,1,1,,
1324-3,U Ab [Presence] in Serum or P,1,1,,
13243-1,Sporothrix schenckii IgA Ab [,1,1,,
13244-9,Filaria IgG Ab [Units/volume],1,1,,
13245-6,Filaria IgM Ab [Units/volume],1,1,,
13246-4,Haemophilus influenzae B Ab [,1,1,,
13247-2,HTLV I+II Ab [Units/volume] i,1,1,,
13248-0,Hepatitis D virus Ab [Presenc,1,1,,
13249-8,Herpes simplex virus 1+2 IgG,1,1,,
1325-0,U Ab [Presence] in Serum or P,1,1,,
13250-6,Herpes virus 6 IgG+IgM Ab [Un,1,1,,
13251-4,Herpes simplex virus 1 IgM Ab,1,1,,
13252-2,Herpes simplex virus 2 IgM Ab,1,1,,
